Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
22,Mammal,Cervus elaphus,112901.5749,30483.42522,"Caughley 1977; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Cervus,
23,Mammal,Cervus elaphus,112901.5749,33870.47247,"McCorquodale et al. 1988; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Cervus,
24,Mammal,Cervus elaphus,112901.5749,34999.48822,"Gogan and Barrett 1987; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Cervus,
25,Mammal,Cervus elaphus,112901.5749,32741.45672,"Gogan and Barrett 1987; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Cervus,
26,Mammal,Cervus elaphus,112901.5749,19193.26773,"Eberhardt 1987; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Cervus,
27,Mammal,Cervus elaphus,112901.5749,13548.18899,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Cervus,
28,Mammal,Cervus elaphus,203625,50906.25,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Artiodactyla,Cervidae,Cervus,
29,Mammal,Cervus elaphus,220000,52713.3442,This Study,Eutherian,Artiodactyla,Cervidae,Cervus,
30,Mammal,Connochaetes taurinus,180426.3652,28868.21843,"Krebs et al. 1999; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Connochaetes,African ecosystems
31,Mammal,Connochaetes taurinus,180426.3652,50519.38226,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Bovidae,Connochaetes,African ecosystems
32,Mammal,Connochaetes taurinus,177300,47871,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Artiodactyla,Bovidae,Connochaetes,African ecosystems
33,Mammal,Connochaetus taurinus,163000,32409.72521,This Study,Eutherian,Artiodactyla,Bovidae,Connochaetus,African ecosystems
34,Mammal,Damaliscus lunatus,118658.8131,34648.37343,"Sinclair 1995; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Damaliscus,African ecosystems
35,Mammal,Damaliscus lunatus,108000,22140.78192,This Study,Eutherian,Artiodactyla,Bovidae,Damaliscus,African ecosystems
36,Mammal,Gazella dorcas,12600,8272.727273,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Gazella,
37,Mammal,Gazella dorcas,12950,5827.5,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Gazella,
38,Mammal,Gazella thomsoni,20900,9823,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Gazella,African ecosystems
39,Mammal,Gazella thomsoni,18000,7217.40204,This Study,Eutherian,Artiodactyla,Bovidae,Gazella,African ecosystems
40,Mammal,Giraffa camelopardalis,800018.4449,112002.5823,"Foster and Kearney 1967; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Giraffidae,Giraffa,
41,Mammal,Giraffe camelopardalis,750000,75748.32,This Study,Eutherian,Artiodactyla,Giraffidae,Giraffe,
42,Mammal,Hippopotamus amphibius,1387500,159405.8791,Ernest et al. 2003,Eutherian,Artiodactyla,Hippopotamidae,Hippopotamus,
43,Mammal,Hippopotamus amphibius,1350000,110201.904,This Study,Eutherian,Artiodactyla,Hippopotamidae,Hippopotamus,
44,Mammal,Kobus ellipsiprymnus,143152.8504,37219.7411,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Bovidae,Kobus,African ecosystems
45,Mammal,Kobus ellipsiprymnus,143152.8504,41514.32662,"Foster and Kearney 1967; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Kobus,African ecosystems
46,Mammal,Kobus ellipsiprymnus,180000,31356.144,This Study,Eutherian,Artiodactyla,Bovidae,Kobus,African ecosystems
47,Mammal,Madoqua kirkii,5377,3495.05,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Madoqua,African ecosystems
48,Mammal,Madoqua kirkii,5065,2956.401384,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Madoqua,African ecosystems
49,Mammal,Madoqua kirkii,5100,1875.212319,This Study,Eutherian,Artiodactyla,Bovidae,Madoqua,African ecosystems
50,Mammal,Mazama americana,24501.91337,9800.765348,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Mazama,
51,Mammal,Mazama americana,22000,3520,Pereira and Daily 2006,Eutherian,Artiodactyla,Cervidae,Mazama,
52,Mammal,Mazama gouazoubira,16500,1980,Pereira and Daily 2006,Eutherian,Artiodactyla,Cervidae,Mazama,
53,Mammal,Mazama gouazoupira,16998.08513,8329.061714,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Mazama,
54,Mammal,Odocoileus hemionus,52808.03408,11776.1916,"Hatter and Janz 1994; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Odocoileus,
55,Mammal,Odocoileus hemionus,55766.66667,29665.77689,Ernest et al. 2003,Eutherian,Artiodactyla,Cervidae,Odocoileus,
56,Mammal,Odocoileus virginianus,56806.75741,41468.93291,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Odocoileus,
57,Mammal,Odocoileus virginianus,56806.75741,27267.24356,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Odocoileus,
58,Mammal,Odocoileus virginianus,57000,57671.50864,Ernest et al. 2003,Eutherian,Artiodactyla,Cervidae,Odocoileus,
59,Mammal,Odocoileus virginianus,34000,10540,Pereira and Daily 2006,Eutherian,Artiodactyla,Cervidae,Odocoileus,
60,Mammal,Odocoileus virginianus,70000,32799.0607,This Study,Eutherian,Artiodactyla,Cervidae,Odocoileus,
61,Mammal,Ovis canadensis,67889.09198,23761.18219,"McCullough 1992; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Ovis,
62,Mammal,Ovis canadensis,67889.09198,16972.273,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Bovidae,Ovis,
63,Mammal,Ovis canadensis,71000,29680,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Ovis,
64,Mammal,Ovis canadensis,50000,14817.2455,This Study,Eutherian,Artiodactyla,Bovidae,Ovis,
65,Mammal,Rangifer tarandus,113005.609,42942.13142,"Caughley and Krebs 1983; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
66,Mammal,Rangifer tarandus,113005.609,33901.6827,"Skogland 1985; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
67,Mammal,Rangifer tarandus,113005.609,32771.62661,"Bergerud et al. 1983; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
68,Mammal,Rangifer tarandus,113005.609,26104.29568,"Caughley and Gunn 1993; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
69,Mammal,Rangifer tarandus,113005.609,27573.3686,"Heard and Ouellet 1994; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
70,Mammal,Rangifer tarandus,113005.609,36161.79488,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Rangifer,
71,Mammal,Rangifer tarandus,113005.609,53112.63623,"Scheffer 1951; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
72,Mammal,Rangifer tarandus,113005.609,57632.86059,"Scheffer 1951; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Rangifer,
73,Mammal,Rangifer tarandus,94800,29374.8,Ernest et al. 2003,Eutherian,Artiodactyla,Cervidae,Rangifer,
74,Mammal,Rangifer tarandus,90000,23237.1981,This Study,Eutherian,Artiodactyla,Cervidae,Rangifer,
75,Mammal,Sus scrofa,93497.50031,74050.02025,"Choquenot 1998; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Suidae,Sus,African ecosystems
76,Mammal,Sus scrofa,100900,68551.08951,Ernest et al. 2003,Eutherian,Artiodactyla,Suidae,Sus,African ecosystems
77,Mammal,Sus scrofa,38000,38591.48254,This Study,Eutherian,Artiodactyla,Suidae,Sus,African ecosystems
78,Mammal,Syncerus caffer,476540.7017,138196.8035,"Sinclair 1996; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Syncerus,African ecosystems
79,Mammal,Syncerus caffer,532000,98548.81266,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Syncerus,African ecosystems
80,Mammal,Syncerus caffer,488750,229712.5,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Artiodactyla,Bovidae,Syncerus,African ecosystems
81,Mammal,Syncerus caffer,520000,56772.9032,This Study,Eutherian,Artiodactyla,Bovidae,Syncerus,African ecosystems
82,Mammal,Taurotragus oryx,277651.4846,63859.84146,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Bovidae,Taurotragus,African ecosystems
83,Mammal,Taurotragus oryx,380000,80333.368,This Study,Eutherian,Artiodactyla,Bovidae,Taurotragus,African ecosystems
84,Mammal,Tragelaphus scriptus,31100,12440,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Tragelaphus,African ecosystems
85,Mammal,Tragelaphus scriptus,35000,11081.5677,This Study,Eutherian,Artiodactyla,Bovidae,Tragelaphus,African ecosystems
86,Mammal,Tragelaphus strepsiceros,204456.0659,78715.58537,"Owen-Smith 1990; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Tragelaphus,African ecosystems
87,Mammal,Tragelaphus strepsiceros,170000,28816.5181,This Study,Eutherian,Artiodactyla,Bovidae,Tragelaphus,African ecosystems
88,Mammal,Alcelaphus buselaphus,125000,25414.81875,This Study,Eutherian,Artiodactyla,Bovidae,Alcelaphus,African ecosystems
89,Mammal,Antilope cervicapra,32000,11141.96768,This Study,Eutherian,Artiodactyla,Bovidae,Antilope,
90,Mammal,Axis axis,53000,12354.73195,This Study,Eutherian,Artiodactyla,Cervidae,Axis,
91,Mammal,Axis porcinus,27000,9157.90806,This Study,Eutherian,Artiodactyla,Cervidae,Axis,
92,Mammal,Bos gaurus,850000,129751.5565,This Study,Eutherian,Artiodactyla,Bovidae,Bos,
93,Mammal,Bos taurus,526865.7897,284507.5264,"Skeat 1990; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Bos,
94,Mammal,Bos taurus,526865.7897,284507.5264,"Skeat 1990; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Bos,
95,Mammal,Bos taurus,526865.7897,136985.1053,"Eberhardt 1987; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Bos,
96,Mammal,Boselaphus tragocamelus,169000,46708.87065,This Study,Eutherian,Artiodactyla,Bovidae,Boselaphus,
97,Mammal,Capra hircus,49602.09274,21080.88941,"Parkes et al. 1996; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Capra,
98,Mammal,Capra hircus,49602.09274,19592.82663,"Mahood 1985; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Capra,
99,Mammal,Capra hircus,49602.09274,20535.26639,"Maas 1997; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Capra,
100,Mammal,Capra ibex,61560.19686,16128.77158,"Loison et al. 2002; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Capra,
101,Mammal,Capreolus capreolus,21042.62908,4839.804688,"Caughley 1977; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Cervidae,Capreolus,
102,Mammal,Capreolus capreolus,21042.62908,10100.46196,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Cervidae,Capreolus,
103,Mammal,Capreolus pygargus,39450,49044.29227,Ernest et al. 2003,Eutherian,Artiodactyla,Cervidae,Capreolus,
104,Mammal,Cephalophus maxwelli,8000,4400,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Cephalophus,
105,Mammal,Cephalophus silvicultor,62500,20512.5,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Cephalophus,
106,Mammal,Cervus duvaucelii,159000,31533.42378,This Study,Eutherian,Artiodactyla,Cervidae,Cervus,
107,Mammal,Cervus unicolor,212000,47820.08528,This Study,Eutherian,Artiodactyla,Cervidae,Cervus,
108,Mammal,Dama dama,39000,22924.14965,Ernest et al. 2003,Eutherian,Artiodactyla,Cervidae,Dama,
109,Mammal,Dicotyles pecari,33500,10385,Pereira and Daily 2006,Eutherian,Artiodactyla,Tayassuidae,Dicotyles,
110,Mammal,Gazella granti,45000,8824.8789,This Study,Eutherian,Artiodactyla,Bovidae,Gazella,African ecosystems
111,Mammal,Gazella subgutturosa,25500,19478.57143,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Gazella,
112,Mammal,Hemitragus hylocrius,90000,30696.093,This Study,Eutherian,Artiodactyla,Bovidae,Hemitragus,
113,Mammal,Hemitragus jemlahicus,35595.9018,9966.852504,"Forsyth 1999; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Hemitragus,
114,Mammal,Hippotragus equinus,260000,61866.0406,This Study,Eutherian,Artiodactyla,Bovidae,Hippotragus,African ecosystems
115,Mammal,Hippotragus niger,220000,43280.721,This Study,Eutherian,Artiodactyla,Bovidae,Hippotragus,African ecosystems
116,Mammal,Madoqua guentheri,4550,5651,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Madoqua,
117,Mammal,Moschiola meminna,5000,3229.2485,This Study,Eutherian,Artiodactyla,Tragulidae,Moschiola,
118,Mammal,Muntiacus muntjak,16600,6592.898662,This Study,Eutherian,Artiodactyla,Cervidae,Muntiacus,
119,Mammal,Muntiacus reevesi,12733,5475.19,Fagan et. al. 2009,Eutherian,Artiodactyla,Cervidae,Muntiacus,
120,Mammal,Naemorhedus goral,26000,5714.40324,This Study,Eutherian,Artiodactyla,Bovidae,Naemorhedus,
121,Mammal,Oreotragus oreotragus,13000,4343.22954,This Study,Eutherian,Artiodactyla,Bovidae,Oreotragus,African ecosystems
122,Mammal,Oryx beisa,162000,40780.50948,This Study,Eutherian,Artiodactyla,Bovidae,Oryx,African ecosystems
123,Mammal,Oryx leucoryx,147808.7009,37247.79263,"Stanley-Price 1989; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Oryx,
124,Mammal,Ourebia ourebi,13000,4403.31515,This Study,Eutherian,Artiodactyla,Bovidae,Ourebia,African ecosystems
125,Mammal,Ovibos moschatus,227143.3361,49971.53394,"La Henaff and Crete 1989; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Ovibos,
126,Mammal,Ovis aries,34641.7641,11951.40861,"Clutton-Brock et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Ovis,
127,Mammal,Ovis dalli,50000,11203.063,This Study,Eutherian,Artiodactyla,Bovidae,Ovis,
128,Mammal,Pecari tajacu,19032.68238,23790.85298,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Tayassuidae,Pecari,
129,Mammal,Phacochoerus africanus,57000,25478.25216,This Study,Eutherian,Artiodactyla,Suidae,Phacochoerus,African ecosystems
130,Mammal,Potamochoerus larvatus,70000,31829.9849,This Study,Eutherian,Artiodactyla,Suidae,Potamochoerus,African ecosystems
131,Mammal,Pudu pudu,8200,3854,Fagan et. al. 2009,Eutherian,Artiodactyla,Cervidae,Pudu,
132,Mammal,Raphicerus campestris,11000,4149.38744,This Study,Eutherian,Artiodactyla,Bovidae,Raphicerus,African ecosystems
133,Mammal,Raphicerus sharpei,9200,3108.611092,This Study,Eutherian,Artiodactyla,Bovidae,Raphicerus,African ecosystems
134,Mammal,Redunca fulvorufula,29300,9962,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Redunca,
135,Mammal,Redunca redunca,40000,7760.362,This Study,Eutherian,Artiodactyla,Bovidae,Redunca,
136,Mammal,Rupicapra pyrenaica,23999.37877,5903.847177,"Loison et al. 2002; after Duncan et al. 2007, method: count",Eutherian,Artiodactyla,Bovidae,Rupicapra,
137,Mammal,Saiga tatarica,29000,24196.875,Ernest et al. 2003,Eutherian,Artiodactyla,Bovidae,Saiga,
138,Mammal,Sylvicapra grimmia,12900,4650.26682,This Study,Eutherian,Artiodactyla,Bovidae,Sylvicapra,African ecosystems
139,Mammal,Sylvicapra grimmia,16993,9176.22,Fagan et. al. 2009,Eutherian,Artiodactyla,Bovidae,Sylvicapra,African ecosystems
140,Mammal,Tayassu pecari,31038.44819,26072.29648,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Artiodactyla,Tayassuidae,Tayassu,
141,Mammal,Tayassu tajacu,19000,7790,Pereira and Daily 2006,Eutherian,Artiodactyla,Tayassuidae,Tayassu,
142,Mammal,Tetracerus quadricornis,27000,10839.17079,This Study,Eutherian,Artiodactyla,Bovidae,Tetracerus,
143,Mammal,Tragelaphus angasii,58000,14021.74302,This Study,Eutherian,Artiodactyla,Bovidae,Tragelaphus,
144,Mammal,Tragulus javanicus,1460,759.2,Fagan et. al. 2009,Eutherian,Artiodactyla,Tragulidae,Tragulus,
145,Mammal,Acinonyx jubatus,60000,3828.396,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Acinonyx,African ecosystems
146,Mammal,Acinonyx jubatus,43000,15962.72144,This Study,Eutherian,Carnivora,Felidae,Acinonyx,African ecosystems
147,Mammal,Arctocephalus gazella,49385.56196,10864.82363,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Otariidae,Arctocephalus,
148,Mammal,Arctocephalus gazella,49385.56196,7654.762104,"Skinner and van Aarde 1983; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Otariidae,Arctocephalus,
149,Mammal,Arctocephalus gazella,40500,14703.1907,Ernest et al. 2003,Eutherian,Carnivora,Otariidae,Arctocephalus,
150,Mammal,Arctocephalus pusillus,79000,18122.56465,Ernest et al. 2003,Eutherian,Carnivora,Otariidae,Arctocephalus,
151,Mammal,Arctocephalus pusillus,76667,6900.03,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Otariidae,Arctocephalus,
152,Mammal,Bassaricyon gabbii,1235,605.15,Fagan et. al. 2009,Eutherian,Carnivora,Procyonidae,Bassaricyon,
153,Mammal,Bassaricyon gabbii,1250,225,Pereira and Daily 2006,Eutherian,Carnivora,Procyonidae,Bassaricyon,
154,Mammal,Bassariscus astutus,870,589.503125,Ernest et al. 2003,Eutherian,Carnivora,Procyonidae,Bassariscus,
155,Mammal,Bassariscus astutus,870,913.5,Fagan et. al. 2009,Eutherian,Carnivora,Procyonidae,Bassariscus,
156,Mammal,Callorhinus ursinus,48039.66829,9607.933658,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Otariidae,Callorhinus,
157,Mammal,Callorhinus ursinus,45133.33333,11498.8,Ernest et al. 2003,Eutherian,Carnivora,Otariidae ,Callorhinus,
158,Mammal,Canis latrans,11566.66667,9082.039474,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Canis,
159,Mammal,Canis latrans,9700,3395,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Canis,
160,Mammal,Canis latrans,12500,11000,Pereira and Daily 2006,Eutherian,Carnivora,Canidae,Canis,
161,Mammal,Canis lupus,37025.42054,14069.65981,"Eberhardt and Peterson 1999; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Canis,
162,Mammal,Canis lupus,37025.42054,11107.62616,"Eberhardt and Pitcher 1992; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Canis,
163,Mammal,Canis lupus,27000,20735.25517,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Canis,
164,Mammal,Canis lupus,31100,7153,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Canis,
165,Mammal,Canis lupus,45000,22607.5437,This Study,Eutherian,Carnivora,Canidae,Canis,
166,Mammal,Crocuta crocuta,63000,25492.13511,Ernest et al. 2003,Eutherian,Carnivora,Hyaenidae,Crocuta,African ecosystems
167,Mammal,Crocuta crocuta,48700,11998.13621,This Study,Eutherian,Carnivora,Hyaenidae,Crocuta,African ecosystems
168,Mammal,Cystophora cristata,256448.4037,56418.64881,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Cystophora,
169,Mammal,Cystophora cristata,256448.4037,58983.13285,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Cystophora,
170,Mammal,Cystophora cristata,201666.6667,44225,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Cystophora,
171,Mammal,Eira barbara,3426.888704,959.5288371,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Eira,
172,Mammal,Eira barbara,3950,1856.5,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Eira,
173,Mammal,Eira barbara,4500,3375,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Eira,
174,Mammal,Enhydra lutris,21917.95344,2630.154413,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Enhydra,
175,Mammal,Enhydra lutris,23500,11850.9278,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Enhydra,
176,Mammal,Enhydra lutris,22950,11016,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Enhydra,
177,Mammal,Eumetopias jubatus,294374.3734,52987.38721,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Otariidae,Eumetopias,
178,Mammal,Eumetopias jubatus,310000,76599.47781,Ernest et al. 2003,Eutherian,Carnivora,Otariidae,Eumetopias,
179,Mammal,Halichoerus grypus,175024.9652,31504.49374,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Halichoerus,
180,Mammal,Halichoerus grypus,175024.9652,35004.99304,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Halichoerus,
181,Mammal,Halichoerus grypus,157666.6667,36616.11111,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Halichoerus,
182,Mammal,Halichoerus grypus,167250,73590,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Phocidae,Halichoerus,
183,Mammal,Hyaena hyaena,30000,13271.5023,This Study,Eutherian,Carnivora,Hyaenidae,Hyaena,African ecosystems
184,Mammal,Leopardus pardalis,9887.807436,4548.391421,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Felidae,Leopardus,
185,Mammal,Leopardus pardalis,13500,3965.25,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Leopardus,
186,Mammal,Leopardus pardalis,7600,836,Pereira and Daily 2006,Eutherian,Carnivora,Felidae,Leopardus,
187,Mammal,Lobodon carcinophagus,232594.7994,46518.95988,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Lobodon,
188,Mammal,Lobodon carcinophagus,250000,120000,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Lobodon,
189,Mammal,Lycaon pictus,22200,7770,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Lycaon,African ecosystems
190,Mammal,Lycaon pictus,20000,12956.6592,This Study,Eutherian,Carnivora,Canidae,Lycaon,African ecosystems
191,Mammal,Lynx lynx,17950,4186.24,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Lynx,
192,Mammal,Lynx lynx,17800,2848,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Lynx,
193,Mammal,Lynx rufus,7100,3022.838,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Lynx,
194,Mammal,Lynx rufus,5200,1716,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Lynx,
195,Mammal,Martes americana,565,1102.275,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Martes,
196,Mammal,Martes americana,716,400.96,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Martes,
197,Mammal,Mirounga angustirostris,1036811.964,217730.5124,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,
198,Mammal,Mirounga angustirostris,1036811.964,153448.1707,"Eberhardt 1987; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Phocidae,Mirounga,
199,Mammal,Mirounga angustirostris,750000,136543.3333,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Mirounga,
200,Mammal,Mirounga leonia,499250,111965.3846,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Mirounga,
201,Mammal,Mirounga leonia,378878.5337,87142.06275,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,
202,Mammal,Mirounga leonia,378878.5337,68198.13607,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,
203,Mammal,Mustela erminea,127.5851122,530.7540668,"Korpimaki et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,
204,Mammal,Mustela erminea,220,179.9542105,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,
205,Mammal,Mustela erminea,126,69.3,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Mustela,
206,Mammal,Mustela frenata,141.5,233.55,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,
207,Mammal,Mustela frenata,153,494.19,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,
208,Mammal,Mustela frenata,279,418.5,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Mustela,
209,Mammal,Mustela nivalis,38.6278023,288.9359612,"Korpimaki et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,
210,Mammal,Mustela nivalis,60,327.12,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,
211,Mammal,Mustela nivalis,57,218.88,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,
212,Mammal,Mustela nivalis,57,29.64,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Mustela,
213,Mammal,Mustela putorius,747.825035,942.2595441,"Barlow and Norbury 2001; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,
214,Mammal,Mustela putorius,745,782.25,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,
215,Mammal,Mustela vison,746.276902,873.1439753,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Mustela,
